0,9.537208918E+16,1E+14
0.025,9.154457986E+16,1E+14
0.05,8.880887371E+16,1E+14
0.075,8.656480988E+16,1E+14
0.1,8.465150969E+16,1E+14
0.125,8.297892129E+16,1E+14
0.15,8.149134703E+16,1E+14
0.175,8.015143560E+16,1E+14
0.2,7.893263409E+16,1E+14
0.225,7.781524255E+16,1E+14
0.25,7.678416345E+16,1E+14
0.275,7.582752750E+16,1E+14
0.3,7.493580883E+16,1E+14
0.325,7.410123055E+16,1E+14
0.35,7.331735152E+16,1E+14
0.375,7.257877082E+16,1E+14
0.4,7.188091107E+16,1E+14
0.425,7.121985642E+16,1E+14
0.45,7.059222914E+16,1E+14
0.475,6.999509409E+16,1E+14
0.5,6.942588382E+16,1E+14
0.525,6.888233908E+16,1E+14
0.55,6.836246097E+16,1E+14
0.575,6.786447223E+16,1E+14
0.6,6.738678546E+16,1E+14
0.625,6.692797688E+16,1E+14
0.65,6.648676460E+16,1E+14
0.675,6.606199030E+16,1E+14
0.7,6.565260388E+16,1E+14
0.725,6.525765036E+16,1E+14
0.75,6.487625880E+16,1E+14
0.775,6.450763268E+16,1E+14
0.8,6.415104177E+16,1E+14
0.825,6.380581494E+16,1E+14
0.85,6.347133401E+16,1E+14
0.875,6.314702835E+16,1E+14
0.9,6.283237020E+16,1E+14
0.925,6.252687042E+16,1E+14
0.95,6.223007495E+16,1E+14
0.975,6.194156148E+16,1E+14
1,6.166093664E+16,1E+14
1.025,6.138783340E+16,1E+14
1.05,6.112190883E+16,1E+14
1.075,6.086284203E+16,1E+14
1.1,6.061033232E+16,1E+14
1.125,6.036409760E+16,1E+14
1.15,6.012387284E+16,1E+14
1.175,5.988940880E+16,1E+14
1.2,5.966047076E+16,1E+14
1.225,5.943683747E+16,1E+14
1.25,5.921830013E+16,1E+14
1.275,5.900466148E+16,1E+14
1.3,5.879573503E+16,1E+14
1.325,5.859134422E+16,1E+14
1.35,5.839132181E+16,1E+14
1.375,5.819550919E+16,1E+14
1.4,5.800375586E+16,1E+14
1.425,5.781591884E+16,1E+14
1.45,5.763186223E+16,1E+14
1.475,5.745145671E+16,1E+14
1.5,5.727457920E+16,1E+14
1.525,5.710111239E+16,1E+14
1.55,5.693094445E+16,1E+14
1.575,5.676396866E+16,1E+14
1.6,5.660008316E+16,1E+14
1.625,5.643919059E+16,1E+14
1.65,5.628119790E+16,1E+14
1.675,5.612601607E+16,1E+14
1.7,5.597355990E+16,1E+14
1.725,5.582374778E+16,1E+14
1.75,5.567650150E+16,1E+14
1.775,5.553174608E+16,1E+14
1.8,5.538940959E+16,1E+14
1.825,5.524942298E+16,1E+14
1.85,5.511171994E+16,1E+14
1.875,5.497623677E+16,1E+14
1.9,5.484291222E+16,1E+14
1.925,5.471168738E+16,1E+14
1.95,5.458250559E+16,1E+14
1.975,5.445531228E+16,1E+14
2,5.433005491E+16,1E+14
2.025,5.420668285E+16,1E+14
2.05,5.408514730E+16,1E+14
2.075,5.396540120E+16,1E+14
2.1,5.384739916E+16,1E+14
2.125,5.373109738E+16,1E+14
2.15,5.361645354E+16,1E+14
2.175,5.350342680E+16,1E+14
2.2,5.339197769E+16,1E+14
2.225,5.328206806E+16,1E+14
2.25,5.317366102E+16,1E+14
2.275,5.306672089E+16,1E+14
2.3,5.296121315E+16,1E+14
2.325,5.285710440E+16,1E+14
2.35,5.275436228E+16,1E+14
2.375,5.265295546E+16,1E+14
2.4,5.255285360E+16,1E+14
2.425,5.245402727E+16,1E+14
2.45,5.235644796E+16,1E+14
2.475,5.226008802E+16,1E+14
2.5,5.216492063E+16,1E+14
